"Main_SV_ID","Valid_Col_Name","SV_Type","Target_Ethnicity","Discovery_Beta","Validation_Beta","Validation_SE","Validation_P","N_validation","Species","Mean_Coverage","Mean_Abundance","Validation_Model","Same_Direction"
"Anaerobutyricum_hallii:557_559","Anaerobutyricum_hallii:557_559","dSV","Han",-1.52526227248849,-0.0668737539624758,0.832288281608515,0.935959474869698,86,"Anaerobutyricum_hallii",28.3418471780233,0.578508255813953,"glm_binomial",TRUE
"Ruminococcus_lactaris:1005_1007","Ruminococcus_lactaris:1005_1007","dSV","Miao",-1.87630715827854,-1.46778928638204,2.16051341594067,0.496903076059162,31,"Ruminococcus_lactaris",38.4454968196774,0.823952258064516,"glm_binomial",TRUE
"Blautia_wexlerae:3496_3497","Blautia_wexlerae:3496_3497","dSV","Miao",0.926888383535388,-0.796764106910371,0.83131326652253,0.337840799922678,146,"Blautia_wexlerae",54.4482141210959,1.73924397260274,"glm_binomial",FALSE
"Coprococcus_comes:2454_2455","Coprococcus_comes:2454_2455","dSV","Miao",-1.42370067176426,-0.624685426205082,1.01389377286278,0.537811941670123,77,"Coprococcus_comes",25.3423679067532,0.511736103896104,"glm_binomial",TRUE
"Coprococcus_comes:2454_2455","Coprococcus_comes:2454_2455","dSV","Zang",4.18746578056071,19.3554013569655,2300.43016157822,0.993286823499962,77,"Coprococcus_comes",25.3423679067532,0.511736103896104,"glm_binomial",TRUE
"Anaerobutyricum_hallii:693_694","Anaerobutyricum_hallii:693_694","dSV","Miao",1.02300756886797,-0.836118114229628,1.17816123731627,0.47790225650572,86,"Anaerobutyricum_hallii",28.3418471780233,0.578508255813953,"glm_binomial",FALSE
"Blautia_wexlerae:3095_3096","Blautia_wexlerae:3095_3096","dSV","Miao",-2.26515654279118,-0.629256448034698,0.771473584683871,0.414697363518811,146,"Blautia_wexlerae",54.4482141210959,1.73924397260274,"glm_binomial",TRUE
"Blautia_wexlerae:3275_3276","Blautia_wexlerae:3275_3276","dSV","Miao",2.07597787383006,1.20331722546843,0.796786329479698,0.130989033770156,146,"Blautia_wexlerae",54.4482141210959,1.73924397260274,"glm_binomial",TRUE
"Anaerobutyricum_hallii:1894_1895","Anaerobutyricum_hallii:1894_1895","dSV","Hani",-1.09333869667228,-0.0634638993650798,0.93896908198763,0.946112881553624,86,"Anaerobutyricum_hallii",28.3418471780233,0.578508255813953,"glm_binomial",TRUE
"Blautia_wexlerae:2249_2250","Blautia_wexlerae:2249_2250","dSV","Hani",1.0650511282113,0.824741362837423,0.832718914232974,0.321968934941535,146,"Blautia_wexlerae",54.4482141210959,1.73924397260274,"glm_binomial",TRUE
"Anaerobutyricum_hallii:1654_1656;1657_1660","Anaerobutyricum_hallii:1654_1656;1657_1660","dSV","Han",-1.50385292520009,0.171500979840306,0.689838144550615,0.803662115018895,86,"Anaerobutyricum_hallii",28.3418471780233,0.578508255813953,"glm_binomial",FALSE
"Anaerostipes_hadrus:319_320","Anaerostipes_hadrus:319_320","dSV","Han",1.68065466442904,0.48065023654828,0.875832433470552,0.583147884661819,70,"Anaerostipes_hadrus",36.1412736484286,0.790140285714286,"glm_binomial",TRUE
"Blautia_wexlerae:2175_2176","Blautia_wexlerae:2175_2176","dSV","Han",-1.44458602586125,-0.844660500959579,0.518135135486047,0.103060619107947,146,"Blautia_wexlerae",54.4482141210959,1.73924397260274,"glm_binomial",TRUE
"Faecalibacillus_intestinalis:1236_1237","Faecalibacillus_intestinalis:1236_1237","dSV","Zang",-1.75845796228485,-4.75255694798567,2.14535163449902,0.0267407756723453,47,"Faecalibacillus_intestinalis",30.8071039751064,0.513173404255319,"glm_binomial",TRUE
"Blautia_wexlerae:2060_2061","Blautia_wexlerae:2060_2061","dSV","Zang",-1.17693138553021,-0.840586099379173,0.568851937485626,0.139491111213488,146,"Blautia_wexlerae",54.4482141210959,1.73924397260274,"glm_binomial",TRUE
"Blautia_wexlerae:3186_3189","Blautia_wexlerae:3186_3189","dSV","Zang",-1.17791478560015,-0.27087899034596,0.545884902133125,0.619739222191836,146,"Blautia_wexlerae",54.4482141210959,1.73924397260274,"glm_binomial",TRUE
"Roseburia_inulinivorans:2639_2642","Roseburia_inulinivorans:2639_2642","dSV","Zang",-2.1024340932395,0.973793136394503,0.738040170961024,0.187025038527434,99,"Roseburia_inulinivorans",50.198419449798,1.2407895959596,"glm_binomial",FALSE
"Dorea_formicigenerans:1365_1366","Dorea_formicigenerans:1365_1366","dSV","Hani",1.16091804540983,0.876136511318911,1.0001961144487,0.381049212399102,84,"Dorea_formicigenerans",21.0037142190476,0.433385357142857,"glm_binomial",TRUE
"Roseburia_inulinivorans:1582_1584","Roseburia_inulinivorans:1582_1584","dSV","Zang",2.65051030930871,0.0120164241732322,0.705221006703226,0.986405317892492,99,"Roseburia_inulinivorans",50.198419449798,1.2407895959596,"glm_binomial",TRUE
"Blautia_wexlerae:1576_1577","Blautia_wexlerae:1576_1577","dSV","Han",-1.57600595834054,-0.317792037097543,0.516575290806283,0.53842914373332,146,"Blautia_wexlerae",54.4482141210959,1.73924397260274,"glm_binomial",TRUE
"Blautia_wexlerae:3200_3201","Blautia_wexlerae:3200_3201","dSV","Han",-1.26815966374108,0.76274527366882,0.611665667894054,0.212398585109666,146,"Blautia_wexlerae",54.4482141210959,1.73924397260274,"glm_binomial",FALSE
"Fusicatenibacter_saccharivorans:2926_2927","Fusicatenibacter_saccharivorans:2926_2927","dSV","Han",-1.55390412867833,0.0527597596581759,0.736612474554596,0.942900461627887,105,"Fusicatenibacter_saccharivorans",53.6955431571429,0.929623523809524,"glm_binomial",FALSE
"Anaerobutyricum_soehngenii.1789_1790","Anaerobutyricum_soehngenii:1789_1790","vSV","Miao",1.86296200988626,-0.155811097471007,1.20347418015192,0.898163947512452,38,"Anaerobutyricum_soehngenii",21.5874180065789,0.484041578947368,"lm",FALSE
"Clostridium_fessum.3237_3238","Clostridium_fessum:3237_3238","vSV","Miao",0.878033522221087,-0.740202061204493,0.37055773380449,0.0486577094135507,110,"Clostridium_fessum",24.692283975,0.484011363636364,"lm",FALSE
"Blautia_wexlerae.3508_3509","Blautia_wexlerae:3508_3509","vSV","Miao",0.493927914562535,-0.323547961713614,0.322022873795179,0.316890502252747,146,"Blautia_wexlerae",54.4482141210959,1.73924397260274,"lm",FALSE
"Clostridium_fessum.3236_3237","Clostridium_fessum:3236_3237","vSV","Miao",0.836556086777934,-0.119157852035094,0.364859158334022,0.744707170174026,110,"Clostridium_fessum",24.692283975,0.484011363636364,"lm",FALSE
"Anaerostipes_hadrus.1575_1578","Anaerostipes_hadrus:1575_1578","vSV","Dai",0.487366547534084,0.0377953950923113,0.342444998701251,0.91252572058882,70,"Anaerostipes_hadrus",36.1412736484286,0.790140285714286,"lm",TRUE
"Eubacterium_ventriosum.1470_1471","Eubacterium_ventriosum:1470_1471","vSV","Dai",1.0939958012873,-1.32855375548926,1.42977280834785,0.379965683522704,24,"Eubacterium_ventriosum",31.4232541179167,0.842804583333333,"lm",FALSE
"Anaerobutyricum_hallii.2889_2890","Anaerobutyricum_hallii:2889_2890","vSV","Miao",0.487286983774799,-0.32280802029688,0.443183124367054,0.468807579185329,86,"Anaerobutyricum_hallii",28.3418471780233,0.578508255813953,"lm",FALSE
"Anaerobutyricum_hallii.36_37","Anaerobutyricum_hallii:36_37","vSV","Miao",-0.497200158215519,-0.448759155238451,0.48570723867979,0.358697132200746,86,"Anaerobutyricum_hallii",28.3418471780233,0.578508255813953,"lm",TRUE
"Anaerobutyricum_soehngenii.2440_2441","Anaerobutyricum_soehngenii:2440_2441","vSV","Hani",0.895480835020484,-0.614564096779431,0.501023175278622,0.232932685476441,38,"Anaerobutyricum_soehngenii",21.5874180065789,0.484041578947368,"lm",FALSE
"Prevotella_stercorea.83_86","Prevotella_stercorea:83_86","vSV","Hani",1.39898043490391,-1.5921208078874,1.88589334484296,0.418281307158545,26,"Prevotella_stercorea",206.9458238,5.57828115384615,"lm",FALSE
"Anaerobutyricum_hallii.2855_2856","Anaerobutyricum_hallii:2855_2856","vSV","Miao",0.755499609681931,-0.251629831296987,0.48095860198791,0.602498502521569,86,"Anaerobutyricum_hallii",28.3418471780233,0.578508255813953,"lm",FALSE
"Anaerostipes_hadrus.1868_1869","Anaerostipes_hadrus:1868_1869","vSV","Hani",0.48413227043274,0.313939084620637,0.457533805155788,0.495551094797412,70,"Anaerostipes_hadrus",36.1412736484286,0.790140285714286,"lm",TRUE
"Faecalibacillus_intestinalis.396_398","Faecalibacillus_intestinalis:396_398","vSV","Zang",-0.700536208330001,-1.25675316777052,0.469183659386599,0.0117218560354083,47,"Faecalibacillus_intestinalis",30.8071039751064,0.513173404255319,"lm",TRUE
"Anaerobutyricum_soehngenii.2526_2528","Anaerobutyricum_soehngenii:2526_2528","vSV","Miao",1.63609186757485,-1.80015999207612,1.14897155732503,0.131443302341857,38,"Anaerobutyricum_soehngenii",21.5874180065789,0.484041578947368,"lm",FALSE
